energy,tempo,danceability,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_id,track_name,instrumentalness,mode,key,duration_ms,acousticness,type,genre
0.588,144.636,0.424,-5.455,0.298,0.193,Coldplay,4,0.0278,74,spotify:track:2nvC4i2aMo4CzRjRflysah,2nvC4i2aMo4CzRjRflysah,In My Place,4.95e-06,1,9,226680,0.0553,music,"rock,alternative"
0.527,77.499,0.824,-5.506,0.368,0.212,A$AP Rocky,4,0.118,74,spotify:track:5xMjhZKSo8yh5r9b5vrYRr,5xMjhZKSo8yh5r9b5vrYRr,Tailor Swif,0.0,1,8,155391,0.149,music,"hip-hop,modern"
0.928,172.656,0.614,-4.806,0.0845,0.879,*NSYNC,4,0.0516,74,spotify:track:4r8lRYnoOGdEi6YyI5OC1o,4r8lRYnoOGdEi6YyI5OC1o,Bye Bye Bye,0.00104,0,8,200560,0.0408,music,"pop,throwback"
0.509,119.869,0.898,-7.973,0.0876,0.727,Rex Orange County,4,0.062,74,spotify:track:1gH1h30wkQdd9zhY3j7a8T,1gH1h30wkQdd9zhY3j7a8T,THE SHADE,0.0,1,5,181507,0.391,music,"rock,feel-good"
0.535,103.644,0.707,-19.793,0.0884,0.641,Bee Gees,4,0.0436,74,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,4UDmDIqJIbrW0hMBQMFOsM,Stayin' Alive,0.00615,0,10,92867,0.113,music,"pop,throwback"
0.765,174.021,0.691,-4.727,0.203,0.855,"Anuel AA, Bad Bunny",4,0.111,74,spotify:track:06s3QtMJVXw1AJX3UfvZG1,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,3.29e-06,1,8,246000,0.464,music,"latin,reggaeton"
0.598,83.836,0.55,-5.402,0.0955,0.543,"Bad Bunny, Mora",4,0.0831,74,spotify:track:5J7teKIJGtqVypgYI6sqXj,5J7teKIJGtqVypgYI6sqXj,Una Vez,2.58e-06,0,11,232496,0.132,music,"latin,reggaeton"
0.892,97.008,0.791,-2.58,0.0609,0.916,"Ryan Castro, Peso Pluma, SOG",4,0.0521,74,spotify:track:2hn2zOA2XFlv6DSmesylrL,2hn2zOA2XFlv6DSmesylrL,QUEMA,0.000355,1,0,150619,0.0509,music,"latin,reggaeton"
0.578,124.005,0.916,-6.275,0.113,0.192,Future,4,0.124,74,spotify:track:2jnezASa7o0lP6aif6VrIf,2jnezASa7o0lP6aif6VrIf,TEFLON DON,0.00402,1,11,159894,0.00349,music,"hip-hop,modern"
0.954,128.016,0.627,-4.804,0.292,0.312,"Alex Gaudino, Crystal Waters",4,0.0425,74,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,5TmFTHZp7HjBXjjsFvCY6h,Destination Calabria - Radio Edit,0.000814,1,2,223112,0.0015,music,"pop,throwback"
0.853,108.016,0.731,-4.219,0.268,0.605,Backstreet Boys,4,0.0363,74,spotify:track:1di1BEgJYzPvXUuinsYJGP,1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit,0.0,0,10,225360,0.0352,music,"pop,throwback"
0.842,111.038,0.625,-5.285,0.181,0.26,Madonna,4,0.0376,74,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,1z3ugFmUKoCzGsI6jdY4Ci,Like a Prayer,2.12e-05,1,5,342680,0.264,music,"pop,throwback"
0.673,87.961,0.818,-7.542,0.172,0.695,"Mora, JHAYCO",4,0.148,74,spotify:track:5jzEwSyyymBlf1fa1o39T2,5jzEwSyyymBlf1fa1o39T2,512,0.0,0,4,193636,0.348,music,"latin,reggaeton"
0.86,175.896,0.725,-3.726,0.0674,0.791,"Aventura, Bad Bunny",4,0.182,74,spotify:track:2vmfvSoZBFAt9hhRoEByLi,2vmfvSoZBFAt9hhRoEByLi,Volví,0.000284,1,1,230125,0.422,music,"latin,reggaeton"
0.496,86.003,0.889,-6.365,0.252,0.544,"Meek Mill, Drake",4,0.0905,74,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),0.0,0,4,180522,0.259,music,"hip-hop,trap"
0.786,91.992,0.695,-2.048,0.109,0.465,aespa,4,0.0666,74,spotify:track:5eWcGfUCrVFMoYskyfkEPE,5eWcGfUCrVFMoYskyfkEPE,Armageddon,1.41e-06,1,9,196467,0.0668,music,"k-pop,modern"
0.616,103.071,0.797,-10.229,0.0979,0.451,"Bad Bunny, Buscabulla",4,0.375,74,spotify:track:44XjoNvtwevktFKjvVe1vH,44XjoNvtwevktFKjvVe1vH,Andrea,0.000293,0,1,339612,0.762,music,"latin,reggaeton"
0.603,129.928,0.9,-5.313,0.134,0.824,Bad Bunny,4,0.0646,74,spotify:track:41wtwzCZkXwpnakmwJ239F,41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,4.81e-06,1,2,170972,0.402,music,"latin,reggaeton"
0.505,99.935,0.535,-8.926,0.0923,0.495,Ms. Lauryn Hill,4,0.245,74,spotify:track:0uEp9E98JB5awlA084uaIg,0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),0.0,0,2,320267,0.0393,music,"hip-hop,90s"
0.63,95.0,0.874,-3.585,0.0582,0.717,2Pac,4,0.298,74,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,4AE7Lj39VnSZNOmGH2iZaq,Do For Love,0.00479,1,1,281600,0.0578,music,"hip-hop,90s"
0.786,93.857,0.763,-6.472,0.0817,0.504,Mobb Deep,4,0.229,74,spotify:track:33ZXjLCpiINn8eQIDYEPTD,33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",0.0114,0,10,325507,0.0146,music,"hip-hop,90s"
0.914,108.02,0.726,-4.226,0.54,0.839,Simge,4,0.0802,74,spotify:track:28Aau4tlztDlgKJQXrWhZR,28Aau4tlztDlgKJQXrWhZR,Önümüz Yaz,0.0,1,7,181518,0.0758,music,"turkish,pop"
0.655,163.997,0.475,-7.342,0.375,0.245,"Drake, J. Cole",4,0.33,74,spotify:track:7aqfrAY2p9BUSiupwk3svU,7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),0.0,0,11,247444,0.0306,music,"gaming,modern"
0.742,114.071,0.773,-3.678,0.0754,0.571,Imagine Dragons,4,0.046,74,spotify:track:0HqZX76SFLDz2aW8aiqi7G,0HqZX76SFLDz2aW8aiqi7G,Bones,0.0,0,5,165265,0.0206,music,"gaming,modern"
0.618,81.993,0.856,-4.892,0.0866,0.391,"Bad Bunny, ROSALÍA",4,0.286,74,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,0.0,1,7,203201,0.0303,music,"latin,reggaeton"
0.805,126.008,0.506,-4.119,0.0856,0.383,Galantis,4,0.0469,74,spotify:track:46lFttIf5hnUZMGvjK0Wxo,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),0.00193,1,1,227074,0.00711,music,"electronic,modern"
0.634,113.927,0.704,-7.374,0.0952,0.411,"Kygo, Conrad Sewell",4,0.0428,74,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,1I8tHoNBFTuoJAlh4hfVVE,Firestone,3.17e-05,0,11,271640,0.393,music,"electronic,modern"
0.861,117.965,0.73,-4.1,0.213,0.704,"Jonas Blue, JP Cooper",4,0.0451,74,spotify:track:3P3pw6C19j31Rnzgo3JG7o,3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,0.0,1,1,196613,0.39,music,"electronic,modern"
0.989,126.002,0.621,-4.225,0.184,0.0348,"Shouse, David Guetta",4,0.0434,74,spotify:track:2prnn41CblB8B4yWACDljP,2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),0.357,0,10,158095,0.015,music,"electronic,modern"
0.8,143.978,0.652,-4.019,0.112,0.234,Bad Bunny,4,0.0614,74,spotify:track:7ro0hRteUMfnOioTFI5TG1,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,0.629,0,9,231704,0.143,music,"latin,reggaeton"
0.639,168.112,0.772,-7.119,0.0698,0.261,"Polo G, Lil Tjay",4,0.467,74,spotify:track:6uFn47ACjqYkc0jADwEdj1,6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),0.0,1,1,166560,0.15,music,"arabic,modern"
0.832,107.657,0.794,-4.862,0.203,0.871,Shakira,4,0.0407,74,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",1.14e-05,0,1,196160,0.237,music,"pop,throwback"
0.741,107.075,0.956,-4.753,0.0615,0.911,Nelly,4,0.124,74,spotify:track:04KTF78FFg8sOHC1BADqbY,04KTF78FFg8sOHC1BADqbY,Hot In Herre,0.0,0,11,228240,0.204,music,"pop,throwback"
0.622,102.04,0.69,-5.025,0.116,0.544,"Zedd, Alessia Cara",4,0.0622,73,spotify:track:6uBhi9gBXWjanegOb2Phh0,6uBhi9gBXWjanegOb2Phh0,Stay,0.0,0,5,210091,0.253,music,"electronic,modern"
0.369,140.004,0.735,-9.682,0.126,0.235,YNW Melly,4,0.0688,73,spotify:track:1iSqfoUFnQwV0QW1EfUit8,1iSqfoUFnQwV0QW1EfUit8,Suicidal,0.0,0,9,222997,0.334,music,"hip-hop,melodic"
0.707,93.145,0.704,-6.537,0.318,0.761,"Brandy, Monica",4,0.0391,73,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,0.00106,0,1,294787,0.539,music,"r&b,modern"
0.86,146.441,0.585,-5.274,0.18,0.607,Odetari,4,0.116,73,spotify:track:06tNJ27nVxbDwhiQMChWyr,06tNJ27nVxbDwhiQMChWyr,GOOD LOYAL THOTS,0.000142,1,6,102557,0.0566,music,"gaming,modern"
0.818,119.965,0.695,-5.379,0.0219,0.916,Paramore,4,0.0334,73,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,4.87e-06,0,5,182693,0.00647,music,"punk,pop punk"
0.914,196.482,0.403,-5.215,0.065,0.626,Sum 41,4,0.142,73,spotify:track:4KacUpvbA3Mfo05gttTjhN,4KacUpvbA3Mfo05gttTjhN,Fat Lip,0.0,1,9,178267,0.000579,music,"punk,pop punk"
0.806,123.009,0.763,-4.946,0.0612,0.594,"Belinda, Kenia OS",4,0.0532,73,spotify:track:23W44WWCP8SibyP292TWo5,23W44WWCP8SibyP292TWo5,JACKPOT,1.32e-05,1,2,193521,0.0012,music,"latin,modern"
0.785,123.96,0.621,-4.499,0.0512,0.779,"Nathan Dawe, Ella Henderson",4,0.11,73,spotify:track:1RF02Cf80mTaeNXG2P2boR,1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),5.92e-06,1,6,155253,0.0165,music,"electronic,techno"
0.353,87.997,0.797,-9.931,0.102,0.0731,"Metro Boomin, 21 Savage",4,0.369,73,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),0.0,0,6,208293,0.59,music,"arabic,modern"
0.476,148.117,0.389,-9.342,0.255,0.566,Blind Melon,4,0.0316,73,spotify:track:6txWz9UapYHVxEd7dDIHXT,6txWz9UapYHVxEd7dDIHXT,No Rain,5.09e-05,1,9,217107,0.619,music,"rock,classic"
0.647,117.737,0.581,-7.335,0.304,0.257,"Kronan, Nyaruach, Bakermat",4,0.0614,73,spotify:track:0GT2hQQ6mdHeW0AZDl5NlJ,0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak - Bakermat Remix,0.0502,0,11,139384,0.0778,music,"electronic,techno"
0.94,100.99,0.438,-3.249,0.3,0.421,MGMT,3,0.0452,73,spotify:track:4iG2gAwKXsOcijVaVXzRPW,4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,0.0777,1,2,261000,8.74e-05,music,"rock,indie"
0.31,137.474,0.509,-10.623,0.0963,0.151,Novo Amor,3,0.0313,73,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,7CoMBpPTwQi2wPT0U0Nr9b,State Lines,0.229,1,9,208653,0.959,music,"ambient,academic"
0.873,106.767,0.389,-4.768,0.273,0.303,AC/DC,4,0.0475,73,spotify:track:69QHm3pustz01CJRwdo20z,69QHm3pustz01CJRwdo20z,Hells Bells,0.0055,0,4,312293,0.00532,music,"rock,80s"
0.501,87.086,0.668,-13.119,0.194,0.858,Kenny Rogers,4,0.0629,73,spotify:track:5KqldkCunQ2rWxruMEtGh0,5KqldkCunQ2rWxruMEtGh0,The Gambler,0.0,1,4,214880,0.342,music,"country,classic"
0.752,120.47,0.422,-8.682,0.129,0.404,Lynyrd Skynyrd,4,0.0449,73,spotify:track:1ju7EsSGvRybSNEsRvc7qY,1ju7EsSGvRybSNEsRvc7qY,Simple Man,0.000119,1,6,356627,0.0366,music,"rock,southern"
0.786,126.755,0.482,-5.735,0.446,0.793,Kansas,4,0.032,73,spotify:track:4DMKwE2E2iYDKY01C335Uw,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,8.88e-05,1,7,323000,0.00321,music,"rock,classic"
0.468,135.875,0.483,-7.642,0.152,0.319,"Pritam, Arijit Singh",4,0.0341,73,spotify:track:1smFN2CLqGROu0J0UyvDfL,1smFN2CLqGROu0J0UyvDfL,Shayad,0.0,1,8,247941,0.784,music,"indian,bollywood"
0.496,109.979,0.812,-5.969,0.0955,0.55,"Dave, Burna Boy",4,0.297,73,spotify:track:3z4CGd63tpUn9a6oQSG0CI,3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),0.0,0,9,241293,0.271,music,"ambient,meditative"
0.72,121.864,0.404,-9.18,0.0466,0.475,The Smashing Pumpkins,4,0.0623,73,spotify:track:6GtX0jaNL8IjVQfrDBx81z,6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,0.836,0,10,258467,5.59e-05,music,"rock,classic"
0.331,95.015,0.611,-12.493,0.117,0.559,Ocie Elliott,4,0.028,73,spotify:track:4Vutl1Y7OJOBwIqVISNmzL,4Vutl1Y7OJOBwIqVISNmzL,Down by the Water,0.000276,1,4,178293,0.93,music,"folk,indie"
0.872,159.925,0.587,-5.066,0.622,0.735,Lenny Kravitz,4,0.0484,73,spotify:track:1OxcIUqVmVYxT6427tbhDW,1OxcIUqVmVYxT6427tbhDW,Fly Away,0.0,1,7,221333,0.018,music,"rock,classic"
0.331,72.023,0.459,-12.603,0.135,0.271,Duncan Laurence,3,0.0421,73,spotify:track:1Xi84slp6FryDSCbzq4UCD,1Xi84slp6FryDSCbzq4UCD,Arcade,0.00104,0,9,183624,0.817,music,"pop,soft"
0.714,175.924,0.564,-4.987,0.155,0.33,Rachel Platten,4,0.129,73,spotify:track:37f4ITSlgPX81ad2EvmVQr,37f4ITSlgPX81ad2EvmVQr,Fight Song,0.0,1,7,204013,0.0549,music,"pop,soft"
0.798,120.012,0.719,-4.582,0.134,0.591,Katy Perry,4,0.0361,73,spotify:track:5jzKL4BDMClWqRguW5qZvh,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,2.34e-06,1,10,227741,0.0162,music,"pop,soft"
0.602,94.382,0.805,-9.7,0.0581,0.744,Marvin Gaye,4,0.0579,73,spotify:track:3VZmChrnVW8JK6ano4gSED,3VZmChrnVW8JK6ano4gSED,Sexual Healing,0.000122,0,0,238600,0.119,music,"blues,classic"
0.732,149.012,0.841,-5.186,0.136,0.576,Key Glock,4,0.19,73,spotify:track:4mIHgQ3ofK2RK34UdbqMbe,4mIHgQ3ofK2RK34UdbqMbe,Ambition For Cash,2.18e-05,0,7,143480,0.0115,music,"hip-hop,gangster"
0.235,118.917,0.498,-16.541,0.144,0.0895,"Kina, Snøw",4,0.188,73,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),0.0,0,1,179080,0.72,music,"lofi,hip-hop"
0.748,119.965,0.868,-3.492,0.252,0.829,"Avvy Sra, Karan Aujla, Jaani",4,0.0951,73,spotify:track:3nKQrVVlwbAQSnFbgZWdN0,3nKQrVVlwbAQSnFbgZWdN0,White Brown Black,3.93e-06,0,1,176000,0.29,music,"indian,bhangra"
0.585,102.331,0.75,-7.576,0.155,0.584,Clairo,4,0.0285,73,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,5mIOsPuQdXchVY0jB5NO9Q,4EVER,0.00552,0,9,159595,0.049,music,"pop,bedroom"
0.382,155.901,0.541,-14.323,0.304,0.343,girl in red,4,0.035,73,spotify:track:5PjdC2gMATetx5xdnwGUu7,5PjdC2gMATetx5xdnwGUu7,i wanna be your girlfriend,0.000836,1,7,204991,0.0215,music,"pop,bedroom"
0.839,94.015,0.517,-3.521,0.108,0.416,Keane,4,0.0287,73,spotify:track:0yac0FPhLRH9i9lOng3f81,0yac0FPhLRH9i9lOng3f81,Everybody's Changing,0.000365,1,0,215880,0.0014,music,"rock,alternative"
0.876,130.21,0.412,-6.008,0.297,0.706,"Lloyd, Lil Wayne",5,0.472,73,spotify:track:5Y77SQxEr1eiofPeUTPHxM,5Y77SQxEr1eiofPeUTPHxM,You,0.0,0,5,273133,0.102,music,"r&b,modern"
0.684,77.15,0.36,-6.457,0.34,0.2,Pearl Jam,4,0.0308,73,spotify:track:5Xak5fmy089t0FYmh3VJiY,5Xak5fmy089t0FYmh3VJiY,Black,0.0,0,4,342653,0.323,music,"rock,alternative"
0.875,75.009,0.284,-6.069,0.402,0.595,Pearl Jam,4,0.0422,73,spotify:track:1L94M3KIu7QluZe63g64rv,1L94M3KIu7QluZe63g64rv,Alive,0.000461,0,11,340907,0.00752,music,"rock,classic"
0.439,122.877,0.586,-7.993,0.117,0.365,Myles Smith,4,0.0346,73,spotify:track:4Skkx52Dh8yo4G1ijAEGs3,4Skkx52Dh8yo4G1ijAEGs3,Solo,0.0,1,0,199756,0.715,music,"folk,indie"
0.549,176.941,0.516,-13.741,0.184,0.907,Don Henley,4,0.0373,73,spotify:track:4gvea7UlDkAvsJBPZAd4oB,4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,0.00572,1,6,288733,0.501,music,"rock,classic"
0.378,120.133,0.662,-10.908,0.121,0.207,Noah Kahan,4,0.0361,73,spotify:track:07UFnnK3uPIuKv5Rs9TmXl,07UFnnK3uPIuKv5Rs9TmXl,Orange Juice,6.84e-06,1,9,297103,0.475,music,"folk,indie"
0.485,95.968,0.753,-9.431,0.192,0.547,Myles Smith,4,0.035,73,spotify:track:4ZEw5uS9RY6M6lEjsu7w8Q,4ZEw5uS9RY6M6lEjsu7w8Q,My Home,0.00104,1,11,206250,0.345,music,"folk,indie"
0.637,135.055,0.851,-6.149,0.227,0.616,"Duki, Headie One",4,0.104,73,spotify:track:1Bb422wJR14f7sA77gGs0V,1Bb422wJR14f7sA77gGs0V,Brindis,0.0,1,0,179556,0.225,music,"hip-hop,trap"
0.531,118.96,0.566,-6.635,0.179,0.367,"Paulo Londra, Lenny Tavárez",4,0.0716,73,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),0.0,1,6,227518,0.192,music,"hip-hop,trap"
0.919,135.997,0.465,-4.025,0.262,0.537,Foo Fighters,4,0.0408,73,spotify:track:5OQsiBsky2k2kDKy2bX2eT,5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,2.07e-05,1,4,235293,1.83e-05,music,"rock,classic"
0.681,101.005,0.798,-4.818,0.137,0.434,"SativaMusic, Morad, GIMS",4,0.0722,73,spotify:track:5EVY9jwZDhgyLDyNGCGWYh,5EVY9jwZDhgyLDyNGCGWYh,Seya,0.00197,0,10,188485,0.219,music,"electronic,french"
0.91,130.032,0.528,-7.309,0.0938,0.137,Pastel Ghost,4,0.0366,73,spotify:track:7fqjWHXf330QwnfaAWB2Dr,7fqjWHXf330QwnfaAWB2Dr,Dark Beach,0.764,0,9,222000,0.346,music,"electronic,vaporwave"
0.874,91.038,0.532,-5.183,0.452,0.361,Kavinsky,4,0.0482,73,spotify:track:0U0ldCRmgCqhVvD6ksG63j,0U0ldCRmgCqhVvD6ksG63j,Nightcall,0.012,0,9,258413,0.00842,music,"electronic,vaporwave"
0.478,114.02,0.766,-13.487,0.165,0.965,Tom Petty,4,0.0329,73,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,2.49e-06,1,7,178360,0.0513,music,"rock,80s"
0.768,81.909,0.558,-9.997,0.124,0.429,The Police,4,0.0343,73,spotify:track:44aTAUBF0g6sMkMNE8I5kd,44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,0.0626,1,2,260573,0.121,music,"rock,80s"
0.445,156.023,0.55,-9.548,0.507,0.512,LATIN MAFIA,4,0.0847,73,spotify:track:4Z6pPinNzkGtbgAlE88263,4Z6pPinNzkGtbgAlE88263,Siento que merezco más,0.00318,1,7,166159,0.262,music,"latin,modern"
0.119,70.499,0.467,-10.99,0.0973,0.156,Lana Del Rey,4,0.0401,73,spotify:track:3lG6OtGDsYAOALxEmubQQm,3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,1.4e-06,1,2,272485,0.969,music,"ambient,academic"
0.638,82.81,0.677,-8.631,0.193,0.435,J. Cole,4,0.333,73,spotify:track:2e3Ea0o24lReQFR4FA7yXH,2e3Ea0o24lReQFR4FA7yXH,Love Yourz,0.0,1,8,211497,0.589,music,"hip-hop,chill"
0.653,142.347,0.493,-5.666,0.511,0.852,"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",4,0.0466,73,spotify:track:5B0kgjHULYJhAQkK5XsMoC,5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),0.0,0,0,121573,0.269,music,"hip-hop,chill"
0.421,95.977,0.852,-9.153,0.106,0.457,Kendrick Lamar,4,0.208,73,spotify:track:1QPreu0BNOrUfEb8HTd2qG,1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,2.28e-06,0,10,202285,0.428,music,"hip-hop,chill"
0.73,85.979,0.596,-4.091,0.325,0.525,"David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",4,0.151,73,spotify:track:285HeuLxsngjFn4GGegGNm,285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",0.0,1,9,192560,0.24,music,"electronic,modern"
0.483,144.99,0.617,-7.359,0.121,0.176,Gracie Abrams,4,0.0458,73,spotify:track:35IcAVSMsU9qzHfpPbvC8A,35IcAVSMsU9qzHfpPbvC8A,Feels Like,0.000216,1,11,152318,0.702,music,"ambient,academic"
0.671,179.987,0.684,-6.424,0.0769,0.45,"Lil Tecca, Juice WRLD",4,0.289,73,spotify:track:2WsuSYJNXGKXVYkHPnq2yp,2WsuSYJNXGKXVYkHPnq2yp,Ransom (with Juice WRLD) - Remix,0.0,0,2,171253,0.0119,music,"hip-hop,melodic"
0.538,80.096,0.72,-8.874,0.0654,0.805,Grupo Mojado,4,0.0455,73,spotify:track:1xKP7GVLY33i5jmx1bB1Kk,1xKP7GVLY33i5jmx1bB1Kk,Piensa En Mí,0.0,1,10,177040,0.348,music,"latin,cumbia"
0.515,120.1,0.567,-10.265,0.078,0.321,Lil Tjay,1,0.247,73,spotify:track:0RLLvYBopDwooCyvnTwgYu,0RLLvYBopDwooCyvnTwgYu,F.N,0.0,0,6,224000,0.354,music,"arabic,modern"
0.681,99.998,0.725,-5.277,0.107,0.762,"FloyyMenor, Ozuna, Anitta",4,0.0376,73,spotify:track:0JGTfiC4Z41GEEpMYLbWwO,0JGTfiC4Z41GEEpMYLbWwO,Gata Only (Remix),0.0,0,8,230526,0.318,music,"latin,reggaeton"
0.724,94.601,0.847,-5.41,0.118,0.396,"Bad Bunny, Young Miko",4,0.298,73,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,3nNmRE0DxHC6ZaKkrpUumS,FINA,1.11e-06,1,1,216328,0.0869,music,"latin,reggaeton"
0.706,140.017,0.863,-5.555,0.0786,0.686,"Eladio Carrion, Bad Bunny",4,0.103,73,spotify:track:0PB0O24JqAuNdOAFVJljMS,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,4.43e-05,0,3,208125,0.143,music,"latin,reggaeton"
0.791,92.023,0.86,-4.784,0.106,0.887,Bad Bunny,4,0.0568,73,spotify:track:4r9jkMEnArtWGH2rL2FZl0,4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,0.000106,1,0,175918,0.169,music,"latin,reggaeton"
0.88,92.055,0.753,-3.165,0.146,0.582,Matuê,4,0.081,73,spotify:track:6QsHhB0W9GtLF3cI7mUVkQ,6QsHhB0W9GtLF3cI7mUVkQ,1993,0.0,1,11,127826,0.455,music,"hip-hop,trap"
0.761,147.216,0.649,-4.204,0.207,0.313,"Lil Tecca, Don Toliver",4,0.152,73,spotify:track:1Ftb0PK0Qqwax3gofiMd2X,1Ftb0PK0Qqwax3gofiMd2X,I CAN’T LET GO,0.0,1,8,150204,0.00694,music,"hip-hop,modern"
0.735,99.827,0.697,-4.16,0.099,0.403,"Lazza, Lil Baby",3,0.0497,73,spotify:track:4CNfC20TImtjdwN3dG0uCF,4CNfC20TImtjdwN3dG0uCF,CANZONE D'ODIO (feat. Lil Baby),0.0,0,10,162970,0.172,music,"hip-hop,trap"
0.366,73.313,0.4,-9.405,0.126,0.161,SZA,3,0.0597,73,spotify:track:6gU9OKjOE7ghfEd55oRO57,6gU9OKjOE7ghfEd55oRO57,The Weekend,0.0,0,8,272187,0.242,music,"r&b,modern"
0.568,117.973,0.78,-6.96,0.0698,0.459,"Felix Jaehn, Jasmine Thompson",4,0.031,73,spotify:track:3c8iiZGfEammKJuWTErE5x,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),0.000168,0,2,186147,0.668,music,"electronic,modern"
0.915,154.964,0.737,-2.749,0.084,0.304,"Memphis Cult, Groove Dealers, SPLYXER",4,0.0412,73,spotify:track:3K5KXm1uZjiyQk0J7op1xf,3K5KXm1uZjiyQk0J7op1xf,9mm,2.58e-05,1,0,86710,0.00322,music,"gaming,modern"
0.895,125.985,0.762,-4.562,0.204,0.757,"FISHER, Kita Alexander",4,0.0734,73,spotify:track:63HwAAXuSV2tzIUPoHOwZa,63HwAAXuSV2tzIUPoHOwZa,Atmosphere,0.142,1,8,182857,0.00623,music,"gaming,modern"
0.707,127.963,0.771,-6.404,0.0745,0.317,"Mora, JHAYCO",4,0.055,73,spotify:track:2hLXUbsOU9cDb9RFva9FYr,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,0.0,0,2,228750,0.389,music,"latin,reggaeton"
0.786,196.12,0.663,-3.51,0.219,0.579,"Bad Bunny, Tony Dize",4,0.195,73,spotify:track:1797zYiX4cKosMH836X9Gt,1797zYiX4cKosMH836X9Gt,La Corriente,0.0,0,11,198367,0.229,music,"latin,reggaeton"
0.85,106.036,0.815,-4.704,0.0245,0.694,"bbno$, Rich Brian",4,0.113,73,spotify:track:1golLrmqyxDWedF7YUHCOD,1golLrmqyxDWedF7YUHCOD,edamame,0.000143,0,4,133707,0.0232,music,"gaming,modern"
0.546,118.051,0.76,-13.092,0.103,0.113,Yeat,4,0.0616,73,spotify:track:5NAOhPAZ57eFAXr3qatS6i,5NAOhPAZ57eFAXr3qatS6i,Breathe,0.924,1,11,170847,0.0284,music,"gaming,modern"
