energy,tempo,danceability,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_id,track_name,instrumentalness,mode,key,duration_ms,acousticness,type,genre
0.836,113.375,0.743,-6.465,0.384,0.82,The Clash,4,0.116,80,spotify:track:39shmbIHICJ2Wxnk1fPSdz,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,0.0,1,2,188987,0.0804,music,"rock,classic"
0.869,126.027,0.874,-5.996,0.164,0.726,Matt Sassari,4,0.0315,80,spotify:track:5ZduaRci3iNUiDfJbBfAaf,5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,0.00238,0,1,102861,0.00116,music,"electronic,techno"
0.773,129.923,0.681,-4.706,0.0978,0.504,Eternxlkz,4,0.0345,80,spotify:track:67smGwuPEtA6GAfeweAVNO,67smGwuPEtA6GAfeweAVNO,SLAY!,0.734,1,1,107077,0.0863,music,"gaming,modern"
0.512,80.511,0.829,-5.865,0.12,0.638,Sleepy Hallow,4,0.187,80,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,4XvcHTUfIlWfyJTRG0aqlo,2055,0.0,0,6,123987,0.492,music,"gaming,modern"
0.509,119.945,0.578,-6.229,0.344,0.586,Dominic Fike,4,0.0279,80,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,6WTFHKrnZpwEBLRS10Ylqs,misses,0.734,1,2,74379,0.13,music,"rock,feel-good"
0.486,110.964,0.784,-6.497,0.101,0.0894,Future,4,0.0475,80,spotify:track:4lH6nENd1y81jp7Yt9lTBX,4lH6nENd1y81jp7Yt9lTBX,Solo,0.497,0,5,265996,0.0538,music,"hip-hop,trap"
0.733,130.029,0.847,-6.439,0.151,0.202,"21 Savage, Metro Boomin",4,0.16,80,spotify:track:6pcywuOeGGWeOQzdUyti6k,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,1.04e-05,0,10,193591,0.00574,music,"hip-hop,gangster"
0.586,78.259,0.434,-7.612,0.146,0.239,"SZA, Travis Scott",4,0.138,80,spotify:track:6koKhrBBcExADvWuOgceNZ,6koKhrBBcExADvWuOgceNZ,Open Arms (feat. Travis Scott),0.0144,1,9,239613,0.753,music,"r&b,modern"
0.673,165.921,0.529,-4.711,0.093,0.366,"Drake, 21 Savage",4,0.175,80,spotify:track:3F5CgOj3wFlRv51JsHbxhe,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),2.41e-06,1,0,218365,0.000307,music,"gaming,modern"
0.663,104.561,0.277,-8.821,0.136,0.527,Franz Ferdinand,4,0.0377,80,spotify:track:20I8RduZC2PWMWTDCZuuAN,20I8RduZC2PWMWTDCZuuAN,Take Me Out,0.00051,0,4,237027,0.000409,music,"rock,alternative"
0.684,112.912,0.692,-7.364,0.156,0.406,SZA,4,0.155,80,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,0.0,1,6,231253,0.131,music,"r&b,modern"
0.627,179.642,0.468,-5.085,0.11,0.159,Alan Walker,4,0.0476,80,spotify:track:698ItKASDavgwZ3WjaWjtz,698ItKASDavgwZ3WjaWjtz,Faded,7.97e-06,1,6,212107,0.0281,music,"electronic,modern"
0.307,92.995,0.81,-7.215,0.0779,0.697,Brent Faiyaz,4,0.12,80,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,1zgHn1EqUyA0HqNYMdJ5ia,Best Time,0.00298,1,9,82509,0.16,music,"r&b,modern"
0.77,125.905,0.694,-5.335,0.118,0.163,"Dynoro, Gigi D'Agostino",4,0.149,80,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,1.1e-05,1,6,184560,0.176,music,"electronic,modern"
0.787,126.062,0.604,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,spotify:track:0TDLuuLlV54CkRRUOahJb4,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),0.15,0,0,245040,0.0679,music,"electronic,modern"
0.845,110.056,0.671,-4.93,0.329,0.775,Dua Lipa,4,0.048,80,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,0.0,0,11,176579,0.0207,music,"pop,soft"
0.529,75.515,0.551,-10.469,0.178,0.521,Mac DeMarco,4,0.0517,80,spotify:track:2R4AlwtrrkMaRKojcTIzmL,2R4AlwtrrkMaRKojcTIzmL,For the First Time,0.0093,0,5,182307,0.296,music,"pop,bedroom"
0.663,146.053,0.634,-6.818,0.102,0.6,beabadoobee,4,0.0331,80,spotify:track:41P6Tnd8KIHqON0QIydx6a,41P6Tnd8KIHqON0QIydx6a,the perfect pair,0.124,1,11,177533,0.433,music,"pop,bedroom"
0.849,162.152,0.643,-5.428,0.058,0.903,Jimmy Eat World,4,0.0526,80,spotify:track:6GG73Jik4jUlQCkKg9JuGO,6GG73Jik4jUlQCkKg9JuGO,The Middle,0.0,1,2,165853,0.0371,music,"punk,pop punk"
0.663,102.0,0.651,-5.569,0.0994,0.465,Maroon 5,4,0.0281,80,spotify:track:4llK75pXNWZz6KAho2Gp16,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,0.0,0,0,259453,0.228,music,"pop,soft"
0.638,79.064,0.481,-5.862,0.154,0.497,Train,4,0.0276,80,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),0.0,1,0,259933,0.153,music,"pop,soft"
0.713,74.989,0.645,-5.355,0.113,0.566,Twenty One Pilots,4,0.0393,80,spotify:track:2Z8WuEywRWYTKe1NybPQEW,2Z8WuEywRWYTKe1NybPQEW,Ride,0.0,1,6,214507,0.00835,music,"rock,alternative"
0.799,120.372,0.71,-4.897,0.349,0.725,Cyndi Lauper,4,0.0328,80,spotify:track:4y1LsJpmMti1PfRQV9AWWe,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,0.000602,1,6,238267,0.22,music,"pop,throwback"
0.869,159.805,0.533,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,0.00538,1,11,208373,0.156,music,"pop,throwback"
0.751,117.948,0.88,-4.258,0.106,0.884,Regard,4,0.0874,80,spotify:track:2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,Ride It,6.43e-05,0,7,157606,0.177,music,"electronic,modern"
0.583,117.0,0.967,-5.562,0.0519,0.964,"Justin Timberlake, Timbaland",4,0.0789,80,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),0.0,0,7,242733,0.0584,music,"pop,throwback"
0.766,127.966,0.744,-6.375,0.509,0.61,Black Eyed Peas,4,0.0265,80,spotify:track:4kLLWz7srcuLKA7Et40PQR,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,0.0,1,0,289133,0.0873,music,"pop,throwback"
0.882,102.04,0.742,-2.862,0.206,0.463,"Sean Paul, Dua Lipa",4,0.117,80,spotify:track:48QmG1dfvMuYLxMPt7KSRA,48QmG1dfvMuYLxMPt7KSRA,No Lie,0.0,1,7,221176,0.0466,music,"pop,throwback"
0.795,89.99,0.646,-3.293,0.267,0.796,"Gym Class Heroes, Adam Levine",4,0.0976,80,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),0.0,1,9,210960,0.0319,music,"pop,throwback"
0.58,120.021,0.782,-6.548,0.108,0.66,Carly Rae Jepsen,4,0.0407,80,spotify:track:20I6sIOMTCkB6w7ryavxtO,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,2.28e-06,1,7,193400,0.0114,music,"pop,throwback"
0.803,106.97,0.818,-4.282,0.153,0.632,Bruno Mars,4,0.0797,80,spotify:track:6b8Be6ljOzmkOmFslEb23P,6b8Be6ljOzmkOmFslEb23P,24K Magic,0.0,1,1,225983,0.034,music,"pop,throwback"
0.844,113.324,0.788,-3.131,0.0723,0.382,Britney Spears,4,0.0334,80,spotify:track:6ic8OlLUNEATToEFU3xmaH,6ic8OlLUNEATToEFU3xmaH,Gimme More,0.000678,1,2,251240,0.25,music,"pop,throwback"
0.834,139.13,0.509,-6.205,0.0732,0.774,Bryan Adams,4,0.0386,80,spotify:track:0GONea6G2XdnHWjNZd6zt3,0GONea6G2XdnHWjNZd6zt3,Summer Of '69,0.0,1,2,216053,0.0183,music,"pop,throwback"
0.685,118.02,0.782,-6.237,0.16,0.603,"OMI, Felix Jaehn",4,0.0309,80,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,1.18e-05,1,4,180566,0.166,music,"electronic,modern"
0.664,107.747,0.404,-6.698,0.11,0.0949,Lana Del Rey,4,0.0407,80,spotify:track:1NZs6n6hl8UuMaX0UC0YTz,1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,0.00402,1,1,351640,0.542,music,"ambient,academic"
0.797,122.011,0.702,-6.635,0.179,0.0356,"Disclosure, Eliza Doolittle, Rivo",4,0.0557,79,spotify:track:0xoYZ45fgTfyQYREZPN7Sa,0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,0.495,0,10,208525,0.583,music,"electronic,afro house"
0.662,112.509,0.897,-6.903,0.534,0.39,"Lil Baby, Gunna",4,0.292,79,spotify:track:78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.0,0,1,145543,0.0852,music,"hip-hop,melodic"
0.828,123.257,0.577,-8.691,0.0581,0.604,Metallica,4,0.0298,79,spotify:track:5sICkBXVmaCQk5aISGR3x1,5sICkBXVmaCQk5aISGR3x1,Enter Sandman,0.0114,0,6,331267,0.00213,music,"metal,classic"
0.276,201.025,0.334,-13.125,0.113,0.429,Lana Del Rey,3,0.0643,79,spotify:track:7bPWdJgx8vek7S5i5yAtvG,7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,0.000249,0,4,271177,0.877,music,"ambient,academic"
0.857,128.024,0.414,-4.078,0.343,0.348,"Calvin Harris, John Newman",4,0.0808,79,spotify:track:07nH4ifBxUB4lZcsf44Brn,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),0.00574,0,0,212960,0.0287,music,"electronic,modern"
0.712,113.805,0.671,-7.815,0.103,0.462,"Queen, David Bowie",4,0.0476,79,spotify:track:2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,0.0,1,2,248440,0.429,music,"rock,80s"
0.72,103.314,0.916,-8.548,0.0958,0.761,Bob Marley & The Wailers,4,0.1,79,spotify:track:5O4erNlJ74PIF6kGol1ZrC,5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,0.00016,1,0,237000,0.36,music,"reggae,classic"
0.628,103.998,0.674,-7.079,0.0944,0.552,P!nk,4,0.03,79,spotify:track:1jF7IL57ayN4Ity3jQqGu0,1jF7IL57ayN4Ity3jQqGu0,Try,0.0,1,2,247907,0.00144,music,"pop,soft"
0.641,203.006,0.256,-10.283,0.0853,0.382,Nirvana,4,0.0552,79,spotify:track:11LmqTE2naFULdEP94AUBa,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,0.0329,1,1,281160,0.199,music,"rock,classic"
0.714,101.969,0.664,-6.645,0.0843,0.71,"Mike Posner, Seeb",4,0.111,79,spotify:track:0vbtURX4qv1l7besfwmnD8,0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,8.42e-06,0,7,197933,0.0353,music,"electronic,modern"
0.532,136.576,0.601,-9.119,0.0925,0.342,Elton John,4,0.0286,79,spotify:track:3gdewACMIVMEWVbyb8O9sY,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",5.95e-06,1,10,281613,0.433,music,"rock,classic"
0.798,116.032,0.796,-6.312,0.0952,0.942,"Elton John, Dua Lipa, PNAU",4,0.0317,79,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,4.19e-05,1,1,202735,0.034,music,"pop,soft"
0.567,125.02,0.845,-8.118,0.0811,0.793,Justin Bieber,4,0.0956,79,spotify:track:4B0JvthVoAAuygILe3n4Bs,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,0.00142,0,5,205680,0.59,music,"pop,throwback"
0.669,122.669,0.834,-5.582,0.0535,0.547,Rihanna,4,0.0637,79,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,7.18e-05,0,6,267080,0.0341,music,"pop,throwback"
0.864,110.009,0.768,-6.149,0.162,0.891,Spice Girls,4,0.0324,79,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,0.0,1,11,173027,0.101,music,"pop,throwback"
0.761,128.046,0.722,-4.46,0.315,0.624,"Maroon 5, Christina Aguilera",4,0.0475,79,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",0.0,0,11,201493,0.0119,music,"pop,throwback"
0.834,95.053,0.751,-5.444,0.355,0.894,Britney Spears,4,0.0437,79,spotify:track:6naxalmIoLFWR0siv8dnQQ,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,1.77e-05,0,1,211160,0.3,music,"pop,throwback"
0.501,144.438,0.5,-8.284,0.26,0.623,Soft Cell,4,0.0376,79,spotify:track:0cGG2EouYCEEC3xfa0tDFV,0cGG2EouYCEEC3xfa0tDFV,Tainted Love,0.0,0,0,153800,0.462,music,"pop,throwback"
0.739,118.99,0.822,-4.541,0.181,0.745,"Lady Gaga, Colby O'Donis",4,0.0311,79,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,4.28e-05,0,1,241933,0.0264,music,"pop,throwback"
0.681,139.057,0.918,-4.705,0.0615,0.706,"Dave, Central Cee",4,0.201,79,spotify:track:2FDTHlrBguDzQkp7PVj16Q,2FDTHlrBguDzQkp7PVj16Q,Sprinter,0.0,1,1,229133,0.263,music,"ambient,meditative"
0.747,86.918,0.67,-7.059,0.115,0.918,"Kanye West, Chris Martin",4,0.189,79,spotify:track:4iz9lGMjU1lXS51oPmUmTe,4iz9lGMjU1lXS51oPmUmTe,Homecoming,0.0,1,1,203493,0.337,music,"hip-hop,chill"
0.614,119.893,0.658,-6.981,0.092,0.465,Chino Pacas,3,0.0324,79,spotify:track:0NsGFMIo2aNbAkJu48ndaf,0NsGFMIo2aNbAkJu48ndaf,Morena Canela,2.18e-05,1,10,178337,0.105,music,"latin,modern"
0.709,194.055,0.744,-5.778,0.0847,0.712,"Myke Towers, benny blanco",4,0.284,79,spotify:track:4xISUrw0t2elabEhKrtAJ0,4xISUrw0t2elabEhKrtAJ0,DEGENERE 👑 (feat. benny blanco),0.0,0,6,130880,0.0501,music,"latin,modern"
0.682,100.036,0.75,-3.825,0.112,0.618,Beéle,4,0.0945,79,spotify:track:60u6hcpH5Qm1M3xESdNBrB,60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,1.28e-06,1,10,165178,0.168,music,"latin,modern"
0.162,184.784,0.459,-11.634,0.137,0.483,"Yami Safdie, Lasso",3,0.0425,79,spotify:track:0EhmTBq33eARyOz3SIi4P2,0EhmTBq33eARyOz3SIi4P2,En Otra Vida,0.0,1,0,153609,0.929,music,"latin,modern"
0.665,100.09,0.858,-4.772,0.119,0.659,"Feid, Young Miko",4,0.152,79,spotify:track:1hZsWUnLbqRw09jLAMQSsb,1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,0.0,1,11,195587,0.126,music,"latin,chill"
0.872,184.115,0.466,-3.344,0.121,0.806,Linkin Park,4,0.0336,79,spotify:track:1EDPVGbyPKJPeGqATwXZvN,1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,0.0,1,7,190428,0.0156,music,"pop,global"
0.583,116.624,0.709,-5.298,0.195,0.533,"Metro Boomin, Future, Chris Brown",4,0.204,79,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],2.97e-06,0,5,182667,0.138,music,"hip-hop,gangster"
0.873,97.96,0.621,-3.067,0.0824,0.873,Tame Impala,4,0.0369,79,spotify:track:5hM5arv9KDbCHS0k9uqwjr,5hM5arv9KDbCHS0k9uqwjr,Borderline,9.1e-06,0,5,237800,0.0406,music,"indie,australian"
0.806,104.032,0.608,-3.443,0.191,0.587,Tate McRae,4,0.0486,79,spotify:track:1f18HzFpegqvH4ibGJyeMJ,1f18HzFpegqvH4ibGJyeMJ,2 hands,0.0,1,1,181821,0.121,music,"pop,mainstream"
0.574,146.007,0.694,-6.144,0.082,0.286,Drake,4,0.0483,79,spotify:track:1eroCliWpJrEu1V7VSObcO,1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,0.0,0,1,126356,0.193,music,"hip-hop,modern"
0.473,119.992,0.765,-5.829,0.391,0.34,Lukas Graham,4,0.0514,79,spotify:track:5kqIPrATaCc2LqxVWzQGbk,5kqIPrATaCc2LqxVWzQGbk,7 Years,0.0,1,10,237300,0.287,music,"pop,soft"
0.611,134.093,0.711,-5.453,0.23,0.144,"Baby Keem, Kendrick Lamar",4,0.33,79,spotify:track:3QFInJAm9eyaho5vBzxInN,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),0.0,1,1,252262,0.00588,music,"hip-hop,gangster"
0.465,89.087,0.449,-8.964,0.303,0.543,Giveon,3,0.0791,79,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,1.02e-06,1,0,198371,0.524,music,"pop,soft"
0.239,113.451,0.372,-11.314,0.168,0.127,Miguel,4,0.0296,79,spotify:track:1eUGmzzvahJjOSWgDHuRlv,1eUGmzzvahJjOSWgDHuRlv,Girl With The Tattoo Enter.lewd,0.000175,0,6,102813,0.856,music,"r&b,modern"
0.945,91.906,0.51,-5.405,0.0413,0.323,Linkin Park,4,0.0804,79,spotify:track:6i5qhmmF9UNUBRyrPSGn4m,6i5qhmmF9UNUBRyrPSGn4m,Two Faced,4.8e-06,1,1,183584,0.000658,music,"rock,modern"
0.432,94.605,0.475,-7.844,0.161,0.648,Green Day,4,0.0302,79,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),0.0,1,7,153467,0.183,music,"rock,classic"
0.768,80.063,0.78,-4.325,0.518,0.507,"Eminem, Dido",4,0.238,79,spotify:track:3UmaczJpikHgJFyBTAJVoz,3UmaczJpikHgJFyBTAJVoz,Stan,2.34e-06,0,6,404107,0.0371,music,"blues,classic"
0.507,86.412,0.662,-8.238,0.0465,0.676,"USHER, Alicia Keys",4,0.118,79,spotify:track:68vgtRHr7iZHpzGpon6Jlo,68vgtRHr7iZHpzGpon6Jlo,My Boo,0.0,1,5,223440,0.257,music,"r&b,modern"
0.495,124.936,0.532,-6.662,0.0754,0.308,Billy Joel,4,0.0343,79,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,4U45aEWtQhrm8A5mxPaFZ7,Vienna,0.0,1,10,214240,0.659,music,"rock,classic"
0.62,117.038,0.741,-5.505,0.0398,0.934,Hozier,4,0.0412,79,spotify:track:3HMY0r2BAdpasXMY8rseR0,3HMY0r2BAdpasXMY8rseR0,Too Sweet,0.000809,1,10,251424,0.0295,music,"rock,alternative"
0.797,139.994,0.704,-5.927,0.0546,0.825,OneRepublic,4,0.0475,79,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,0.000745,1,0,148486,0.0826,music,"pop,soft"
0.729,127.028,0.88,-6.378,0.185,0.246,nimino,4,0.176,79,spotify:track:39glDGcpBhLVMSsQhvtqHR,39glDGcpBhLVMSsQhvtqHR,I Only Smoke When I Drink,0.0113,0,11,198425,0.334,music,"electronic,techno"
0.475,98.047,0.801,-8.797,0.0639,0.234,Bad Bunny,4,0.0516,79,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,5Eax0qFko2dh7Rl2lYs3bx,Efecto,1.73e-05,0,7,213061,0.141,music,"latin,reggaeton"
0.715,106.672,0.65,-5.198,0.126,0.187,Bad Bunny,4,0.253,79,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,0.000291,0,5,243717,0.0993,music,"latin,reggaeton"
0.988,186.113,0.38,-2.042,0.368,0.769,Green Day,4,0.0639,79,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,7.86e-05,1,1,176346,2.64e-05,music,"punk,pop punk"
0.322,93.503,0.475,-10.687,0.11,0.387,Kansas,4,0.0283,79,spotify:track:6zeE5tKyr8Nu882DQhhSQI,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,0.00056,1,7,206267,0.367,music,"rock,classic"
0.761,146.003,0.62,-7.282,0.269,0.194,Jungle,4,0.175,79,spotify:track:19kHhX6f6EfLU7rcO3RqjO,19kHhX6f6EfLU7rcO3RqjO,Back On 74,0.000147,0,10,209483,0.207,music,"gaming,modern"
0.753,127.926,0.671,-6.045,0.177,0.543,"Sonny Fodera, Jazzy, D.O.D",4,0.0298,79,spotify:track:3wo3d0I5H8KjkwGvnz8WbB,3wo3d0I5H8KjkwGvnz8WbB,Somedays,1.29e-05,0,4,207168,0.019,music,"gaming,modern"
0.487,114.965,0.73,-10.991,0.0852,0.731,Fleetwood Mac,4,0.0303,79,spotify:track:254bXAqt3zP6P50BdQvEsq,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,0.01,1,4,226653,0.258,music,"rock,classic"
0.709,99.993,0.725,-5.017,0.114,0.648,"Rvssian, Rauw Alejandro, Ayra Starr",4,0.129,79,spotify:track:5bi0gh89wRuH2OgjdAKFsb,5bi0gh89wRuH2OgjdAKFsb,Santa,0.000189,0,3,193039,0.321,music,"latin,reggaeton"
0.22,129.9,0.702,-13.696,0.0891,0.197,Chance Peña,4,0.0403,79,spotify:track:70eyG7pqKozUvKPKXLXmpI,70eyG7pqKozUvKPKXLXmpI,i am not who i was,0.0,1,0,145438,0.698,music,"folk,indie"
0.857,111.647,0.463,-3.063,0.184,0.856,My Chemical Romance,4,0.0632,79,spotify:track:7j31rVgGX9Q2blT92VBEA0,7j31rVgGX9Q2blT92VBEA0,Teenagers,0.0,1,4,161920,0.0506,music,"punk,pop punk"
0.674,99.968,0.804,-5.453,0.115,0.292,Bad Bunny,4,0.0333,79,spotify:track:6Xom58OOXk2SoU711L2IXO,6Xom58OOXk2SoU711L2IXO,Moscow Mule,1.18e-06,0,5,245940,0.294,music,"latin,reggaeton"
0.479,169.922,0.812,-5.678,0.0756,0.559,"Yng Lvcas, Peso Pluma",4,0.333,79,spotify:track:2UW7JaomAMuX9pZrjVpHAU,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,1.21e-06,0,2,234353,0.213,music,"latin,reggaeton"
0.917,171.176,0.356,-6.006,0.406,0.518,The Verve,4,0.0479,79,spotify:track:57iDDD9N9tTWe75x6qhStw,57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,0.0,1,9,357267,0.0335,music,"rock,classic"
0.814,93.482,0.683,-3.505,0.0858,0.758,Tyla,4,0.0466,78,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,0.00826,1,2,156826,0.277,music,"afrobeats,nigerian"
0.779,123.013,0.724,-5.412,0.127,0.53,Lil Tecca,4,0.0807,78,spotify:track:6rjuKpPydT2SxN15TZpV7r,6rjuKpPydT2SxN15TZpV7r,500lbs,0.0,0,7,144390,0.098,music,"hip-hop,melodic"
0.736,127.999,0.579,-3.863,0.198,0.613,Avicii,4,0.0527,78,spotify:track:2P4OICZRVAQcYAV2JReRfj,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,0.0,0,6,230613,0.31,music,"electronic,modern"
0.777,130.003,0.73,-5.194,0.0691,0.575,"Jennifer Lopez, Pitbull",4,0.0496,78,spotify:track:3C0nOe05EIt1390bVABLyN,3C0nOe05EIt1390bVABLyN,On The Floor,0.000486,0,3,284867,0.105,music,"electronic,modern"
0.627,155.865,0.687,-4.975,0.0893,0.47,"Rauw Alejandro, Romeo Santos",4,0.181,78,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,1YYfyJ2yCvGFCxwjsIqEK9,Khé?,0.0,1,7,206066,0.326,music,"latin,modern"
0.697,93.941,0.901,-3.439,0.287,0.67,The Notorious B.I.G.,4,0.28,78,spotify:track:7KwZNVEaqikRSBSpyhXK2j,7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,0.0,1,9,229827,0.145,music,"hip-hop,90s"
0.626,143.01,0.819,-4.574,0.167,0.415,"21 Savage, Metro Boomin",4,0.202,78,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,5SWnsxjhdcEDc7LJjq9UHk,Runnin,0.101,0,10,195906,0.00748,music,"hip-hop,gangster"
0.895,124.994,0.803,-2.888,0.154,0.757,NewJeans,4,0.0623,78,spotify:track:38tXZcL1gZRfbqfOG0VMTH,38tXZcL1gZRfbqfOG0VMTH,How Sweet,5.67e-06,1,1,219027,0.0816,music,"k-pop,modern"
0.782,108.038,0.875,-3.905,0.113,0.906,"ZICO, JENNIE",4,0.078,78,spotify:track:1SS0WlKhJewviwEDZ6dWj0,1SS0WlKhJewviwEDZ6dWj0,SPOT!,0.0,0,5,167707,0.151,music,"k-pop,modern"
0.407,117.053,0.457,-11.475,0.126,0.126,Novo Amor,4,0.0308,78,spotify:track:7qH9Z4dJEN0l9bidizW7fq,7qH9Z4dJEN0l9bidizW7fq,Anchor,0.884,1,9,257533,0.805,music,"ambient,academic"
0.245,103.777,0.34,-13.352,0.0633,0.192,"Lana Del Rey, Bleachers",4,0.0319,78,spotify:track:1o82DwNisONAd2mu1RcGE6,1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),0.0992,1,9,339891,0.969,music,"ambient,academic"
0.534,93.924,0.832,-7.813,0.165,0.116,Polo G,4,0.253,78,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,0.0,0,1,132833,0.345,music,"hip-hop,melodic"
0.491,119.528,0.749,-9.655,0.159,0.536,ABBA,4,0.0403,78,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),0.00899,1,10,292613,0.02,music,"pop,throwback"
0.563,126.007,0.766,-7.516,0.115,0.964,Kylie Minogue,4,0.0339,78,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,0.683,0,9,230640,0.0263,music,"pop,throwback"
