series_title,genres,author,sales_point,description,publisher,pub_date,cover_url,link,original_title,mood_kor,mood_eng
퍼펙트 버디,드라마/성장,"라쉬 (지은이), daki (그림)",230,"국내 NO.1 패션 매거진 ‘시티 캐주얼’의 초딩미 넘치는 기획 팀장 백영찬과 까칠한 디자인 팀장 서현수는 앙숙으로 유명하다. 죽여버리고 싶은 그 새끼, 백영찬에 대해 짜증이 나날이 높아지던 서현수는 우연히 그의 알몸을 보곤 자신의 성 정체성을 의심하게 되는데….",서울미디어코믹스(서울문화사),2026-02-20,https://image.aladin.co.kr/product/38647/81/coversum/k982136511_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386478172,총 1권 포함 (대표작: 퍼펙트 버디 5~7 세트 - 전3권 (한정판) - 5~7권 클린버전 덧표지 + 한정판 박스 + 텀블러 + 미니어처 토이박스 키링 2종 + L홀더(A5) + 엽서북 + 손거울),깔끔하고 현대적인 일상,minimalist and modern daily life
"어쨌거나, 청춘","드라마/성장, 코미디/힐링",이보람 (지은이),227,"진짜보다 더 진짜 같은 청춘들의 현실, 내공이 묻어나오는 찰진 개그, 웃음 뒤에 슬며시 찾아오는 감동과 씁쓸함의 찰떡궁합을 자랑하는 어쨌거나, 청춘. 독자들과 함께 성장한 주인공 현정이와 항상 그녀 곁에 있는 소중한 사람들인 민규, 대리, 엄마와 아저씨 등 모두의 이야기가 드디어 끝을 맺는다.",교보문고(단행본),2020-04-29,https://image.aladin.co.kr/product/23878/11/coversum/k292639808_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=238781172,"총 1권 포함 (대표작: 어쨌거나, 청춘 4 - 완결)",빈티지하고 고전적인 화풍,vintage and retro style
수린당,드라마/성장,일링스 (지은이),224,"자유로워진 노천야는 반도 과수원을 찾아가 복숭아를 따 먹고, 이를 확인한 서왕모는 사색이 된다. 서왕모는 태상노군을 찾아가 노천야를 해결할 방법을 논의해보지만 뾰족한 수가 생각나지 않아 고심에 잠긴다.",재담,2023-06-02,https://image.aladin.co.kr/product/31797/8/coversum/k902833213_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=317970825,"총 1권 포함 (대표작: 수린당 4 - 비늘 고치는 집, 2024 서울국제도서전 가장 재미있는 책 선정작)",화려하고 우아한 판타지,elegant and ornate fantasy
먹는 존재,"로맨스, 드라마/성장",들개이빨 (지은이),212,과외 학생과의 내기에서 진 유양은 가까스로 변발을 면하고 이집트 노예 머리로 재탄생한다. 임신한 예리는 결국 결혼을 결심하고 이를 안타까워하는 유양에게 거절할 수 없는 부탁을 해오는데… 한편 후배의 소개로 유양을 만난 출판사 관계자는 낯빛 하나 흩트리지 않고 그녀에게 가혹한 비수를 꽂는다.,문학동네,2023-09-29,https://image.aladin.co.kr/product/32475/25/coversum/8954695736_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324752539,"총 2권 포함 (대표작: 먹는 존재 시즌1 : 3 - 담백한 그림맛, 찰진 글맛 / 삶과 욕망이 어우러진 매콤한 이야기 한 사발)",빈티지하고 고전적인 화풍,vintage and retro style
남편을 죽여줘요,"로맨스, 판타지","이연 (지은이), 구물 (그림), 칸트웍스 (각색)",208,"결혼을 통해 공작의 지위를 차지하고는 보란 듯이 외도를 하는 남편과, 사용인들의 동정과 무시 속에서 조용히 고향 풍경을 그리며 지루한 나날을 보내던 브리엔. 그러던 어느 날, ‘시대가 금지한, 남자의 나체를 그리고 싶다’라는 새로운 욕망에 눈을 뜨게 되는데……!",길찾기,2024-04-30,https://image.aladin.co.kr/product/33851/44/coversum/k862930209_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338514413,총 1권 포함 (대표작: 남편을 죽여줘요 1),화려하고 우아한 판타지,elegant and ornate fantasy
기기괴괴,스릴러/범죄,오성대 (지은이),206,"NAVER 목요웹툰의 터줏대감 인기작, 옴니버스 미스테리 스릴러 웹툰 『기기괴괴』. 다양한 호평을 받으며 총 126화의 에피소드를 담은 『기기괴괴』는 총 5권으로 출간된다. 종이책에는 오성대 작가의 미공개 장르파괴괴가 실린다.",(주)태일소담출판사,2018-06-15,https://image.aladin.co.kr/product/14968/31/coversum/k292533965_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=149683101,총 1권 포함 (대표작: 기기괴괴 : 아내의 기억),따뜻하고 포근한 힐링,warm and cozy healing
숨비소리,코미디/힐링,휘이 (지은이),199,"2014년 1월부터 2년간 레진코믹스에 연재된 장편으로, 만화가 휘이는 성숙한 작풍과 특유의 블랙유머로 독자층을 확보하며 독자들뿐만 아니라 한국만화계에도 깊은 인상을 남기며 주목받는 신예작가로 자리 잡았다.",창비,2016-04-20,https://image.aladin.co.kr/product/8208/53/coversum/8936472879_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=82085313,총 2권 포함 (대표작: 숨비소리 1),빈티지하고 고전적인 화풍,vintage and retro style
화폐개혁,드라마/성장,"윤필 (지은이), 임정호 (그림)",198,"흙수저보다 못한 '무수저' 인생 유일한. 어설프게 가진 인간들에게 머리를 조아리는 패배자 인생에도 이골이 났다. 그런 어느 날, 수상쩍은 변호사가 찾아와 한 번도 본 적 없는 아버지의 부고와 함께 조건부 유산 상속을 제안한다.",문학동네,2021-08-09,https://image.aladin.co.kr/product/27609/0/coversum/8954680992_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276090019,총 1권 포함 (대표작: 화폐개혁 시즌 1 : 1),역동적인 액션,dynamic and colorful action
스위트 홈,드라마/성장,"김칸비 (지은이), 황영찬 (그림)",197,"화제의 웹툰 『후레자식』을 연재한 김칸비·황영찬 콤비의 후속작으로, 참신한 괴물 캐릭터와 강렬한 서스펜스, 숨 쉴 틈을 주지 않는 섬뜩한 연출로 금요웹툰 최상위권을 차지했다. 웹툰의 인기에 힘입어 넷플릭스 오리지널 시리즈 제작도 확정되었다.",위즈덤하우스,2020-02-28,https://image.aladin.co.kr/product/23421/51/coversum/k602638384_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=234215114,총 1권 포함 (대표작: 스위트 홈 1),어둡고 거친 스릴러,dark and gritty thriller
율리 아트북,스릴러/범죄,돌배 (지은이),195,"세계의 구조 및 대륙과 지형을 비롯해 변성과 어머니 이름, 적색침묵 등 용어와 사건들은 물론 주요 캐릭터의 개별 소개, 각 나라의 자연 배경, 문양, 소품 등 &lt;율리&gt;의 모든 요소를 빠짐없이 담았다. 뿐만 아니라 본편 마지막에 다시 길을 떠난 율리와 쿠무치의 여정이 에필로그 만화 형식으로 담겨 있어, &lt;율리&gt;의 진정한 결말을 찾아볼 수 있다.",중앙books(중앙북스),2026-02-12,https://image.aladin.co.kr/product/38583/13/coversum/8927813499_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385831377,총 1권 포함 (대표작: 율리 아트북),밝고 화사한 로맨스,bright and pastel romance
선의의 경쟁,스릴러/범죄,"송채윤 (지은이), 심재영 (그림)",190,"그동안 벌였던 모든 시도가 수포로 돌아간 수아가 벌인 최후의 폭로, 그것은 채화여고 모범생들이 감춰온 민낯을 세상 앞에 적나라하게 드러내고 말았다. 자신들의 힘만으로는 감당할 수 없다고 판단한 슬기와 아이들은 결국 어른들의 손을 빌려 사건을 마무리하지만, 그 대가는….",대원씨아이(만화),2026-02-27,https://image.aladin.co.kr/product/38722/74/coversum/k202136743_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387227496,총 1권 포함 (대표작: 선의의 경쟁 4~6 세트 - 전3권),역동적인 액션,dynamic and colorful action
테러맨 시즌2,드라마/성장,"한동우 (지은이), 고진호 (그림), 와이랩(YLAB) (기획)",190,"제우고등학교 1학년 민정우는 소심한 성격과 작은 체구로 학교에서의 입지도 아슬아슬한 고등학생이다. 그럼에도 불구하고 민정우는 큰 위기 없이 학교생활을 하고 있다. 그에게 특별한 능력이 있기 때문이다. ‘불행을 보는 능력’ 학교 생활도, 시험도 이 힘 덕분에 아슬아슬 버텨나갈 수 있다.",대원씨아이(만화),2026-02-13,https://image.aladin.co.kr/product/38600/68/coversum/k502136472_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386006861,총 1권 포함 (대표작: 테러맨 시즌2 5),역동적인 액션,dynamic and colorful action
요나단의 목소리,드라마/성장,정해나 (지은이),184,평생 거짓말이라곤 할 필요가 없었던 의영은 말하지 않는 것이 많은 룸메이트 선우에게 막연한 호기심을 느낀다. 방에서는 무사처럼 공부하고 채플에서 천사 같은 목소리로 노래하는 그 소년은 살아간다기보다 참아내고 있는 것 같았다. 그렇게 의영은 처음 알게 된다.,놀,2022-10-27,https://image.aladin.co.kr/product/30388/19/coversum/k062830963_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303881984,총 2권 포함 (대표작: 요나단의 목소리 3 - 완결),밝고 화사한 로맨스,bright and pastel romance
플립턴,드라마/성장,백상언 (지은이),180,"처음으로 체벌 없이, ‘진짜’ 관계를 가진 연수. 주환과 나눈 다정한 스킨십과 키스가 마음에 들었다고 말하는 연수의 모습에 심사가 뒤틀린 주인님은 더욱 가혹한 처벌을 내린다. 엉망이 된 연수를 마주하게 된 주환은, 차오르는 애틋함과 안타까움을 참지 못하고 자신의 마음을 고백하는데….",레진코믹스(레진엔터테인먼트),2026-03-10,https://image.aladin.co.kr/product/38849/64/coversum/k072137704_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388496458,총 2권 포함 (대표작: 플립턴 2),화려하고 우아한 판타지,elegant and ornate fantasy
최애가 나타났다,드라마/성장,"나빛 (지은이), 얼 (그림)",180,"왕도적 설정으로 사랑받은 『최애가 나타났다』 종이책 출간. 에이원 멤버 최시열과 팬 나애준의 직진과 계략, 후회로 이어지는 감정선을 3권에 담았다. 본편과 외전 포함 총 49화 수록.",토리북스,2026-02-24,https://image.aladin.co.kr/product/38657/56/coversum/k532136610_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386575607,총 1권 포함 (대표작: 최애가 나타났다 1~3 + 북카드 세트 - 전3권 (북카드 13종 포함)),역동적인 액션,dynamic and colorful action
만화 그녀가 공작저로 가야 했던 사정,판타지,"고래 (지은이), 밀차 (원작)",175,"모든 실마리를 쥐고 있는 사람이자 '검은 신녀'로 불리는 여자, 이오사 벤을 찾아낸 노아! 노아를 비롯한 모든 이들을 꿰뚫어보는 그녀의 눈동자를 똑바로 마주보며, 레리아나는 자신의 영혼을 옮긴 '여신'에 대해 묻는다. 이오사는 레리아나의 영혼이 여신에게 배역을 잘못 받아 몸을 거부하는 거라며, 레리아나의 사라진 기억 일부를 되찾아 준다.",디앤씨웹툰비즈,2026-03-17,https://image.aladin.co.kr/product/38837/65/coversum/k562137489_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388376562,총 1권 포함 (대표작: 만화 그녀가 공작저로 가야 했던 사정 8 (일반판)),따뜻하고 포근한 힐링,warm and cozy healing
아포리아,드라마/성장,선태 (지은이),175,"파티 플랜 매니저 ‘구자욱’은 업무차 방문한 클럽에서 VVIP 손님인 ‘윤겸’을 만나 첫눈에 반한다. 두 사람은 순간적인 충동에 빠져 격한 하룻밤을 보내는데, 알고 보니 겸은 클럽에서도 유명한 새디스트였다.",곁(beside),2022-11-16,https://image.aladin.co.kr/product/30353/51/coversum/k072839758_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303535120,총 2권 포함 (대표작: 아포리아 시즌 1 : 1),어둡고 거친 스릴러,dark and gritty thriller
남남,드라마/성장,정영롱 (지은이),174,동네친구 한결에게 미묘한 감정을 느낀 진희는 본격적으로 대시를 시작하는 한결에게 카운터 펀치를 맞고 정신을 못 차린다. 한 번도 친구에서 연인이 되어본 적이 없었던 진희지만 한결과 연인이 되기로 결심한다.,문학동네,2024-07-31,https://image.aladin.co.kr/product/34360/76/coversum/k782932900_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343607692,총 1권 포함 (대표작: 남남 5),밝고 화사한 로맨스,bright and pastel romance
밥만 먹고 레벨업,"SF/미래, 코미디/힐링","코개 (지은이), 박민규 (원작)",170,"전 세계에 단 두 명만 존재하는 희귀병 폭식 결여증에 걸린 민혁. 끊임없는 운동과 식이요법으로 하루하루 버텨내지만, 더 이상은 힘들다. 멈추지 않는 허기를 채우기 위해 가상현실 게임 아테네 플레이를 권하는 주치의. 민혁은 꿈꾸던 음식을 먹기 위해 결심한다.",캐롯툰,2023-11-09,https://image.aladin.co.kr/product/30136/66/coversum/k812839189_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=301366636,총 6권 포함 (대표작: 밥만 먹고 레벨업 1 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
괴물 공작가의 계약 공녀,판타지,"민작 (지은이), 리아란 (원작)",158,"힘을 합쳐 제국을 구해 낸 슈야(레슬리)와 라드(콘라드). 레슬리는 제국을 수호하고 에피알테스의 손아귀에서 모두를 구해 낸 ‘영웅 공녀님’으로 모든 이들에게 칭송받는다. 한편, 스페라도 가문의 몰락으로 콜라드는 새로운 공작 위와 가주의 자리를 레슬리에게 양보한다.",로크미디어,2023-11-28,https://image.aladin.co.kr/product/32889/89/coversum/k072936423_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328898927,"총 2권 포함 (대표작: 괴물 공작가의 계약 공녀 11 (일반판) - 만화, 완결)",화려하고 우아한 판타지,elegant and ornate fantasy
야생천사 보호구역,드라마/성장,루시드 (지은이),156,네이버웹툰의 인기 연재작 &lt;야생천사 보호구역&gt;의 단행본. &lt;야생천사 보호구역&gt; 웹툰 1화~13화 편집본이다.,문페이스,2022-05-03,https://image.aladin.co.kr/product/29130/98/coversum/k422837464_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291309876,총 1권 포함 (대표작: 야생천사 보호구역 1),따뜻하고 포근한 힐링,warm and cozy healing
신 루팡 3세,"무협/사극, 액션",몽키펀치 (지은이),152,"괴도 루팡의 손자인 루팡 3세가 활약하는 피카레스크 스타일의 슬랩스틱 액션 코미디. 루팡 외에 사격의 달인 지겐 다이스케와 검술의 달인 이시카와 고에몬, 동료였다 배신했다 반복하는 섹시한 미네 후지코와 루팡 일당을 검거하려는 제니가타 경부가 주요 등장인물이다.",학산문화사(만화),2022-12-15,https://image.aladin.co.kr/product/30695/28/coversum/k772830849_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=306952815,총 2권 포함 (대표작: 신 루팡 3세 1),역동적인 액션,dynamic and colorful action
