title,genres,overview,keywords,director,cast,runtime,popularity,vote_average,vote_count,release_date,poster_url,movie_id
누가 버지니아 울프를 두려워하랴,드라마/성장,"대학 교수인 조지와 그의 아내 마사는 파티에 갔다가 한밤중이 다 되어서 집에 돌아온다. 다혈질의 마사는 이날도 여지없이 조지와 가벼운 입씨름을 벌이고 새로 부임해온 강사 닉과 그의 아내 허니를 초대해 술자리를 갖는다. 조지는 피곤한 몸으로 술자리를 함께 하고, 조지와 마사의 쉴 새 없는 말다툼에 닉과 허니는 당황스럽기만 하다. 밤이 깊어 가고 술기운이 돌면서 이들 부부의 말싸움은 점차 위험 수위에 이르게 되고, 닉과 허니 역시 어쩔 수 없이 이들 부부의 싸움에 말려들게 되면서 상황은 점입가경으로 치닫게 되는데... 미국 극작가 에드워드 올비의 작품을 각색한 마이크 니콜스 감독의 감독 데뷔작. 니콜스는 당시 영화상에서 금기시 되었던 욕과 외설적인 표현을 과감히 사용하여 화제가 되기도 하였다. 출연 당시 실제 금술 좋은 부부 사이였던 리처드 버튼과 엘리자베스 테일러가 자학적으로 퇴행해가는 부부 역을 맡아 서로를 향해 독설적인 말을 사정없이 퍼붓는다. 테일러는 이 영화로 미모만 부각되던 기존의 이미지에서 탈피해 연기력을 인정받고 아카데미 여우주연상을 거머쥐기도 한다. 이 영화는 여우주연상 비롯해 여우조연상, 미술상, 촬영상, 의상상 등 5개 부문을 수상했다.","adultery, professor, married couple, guest, black humor",마이크 니콜스,"엘리자베스 테일러, 리처드 버튼, George Segal",131,2.4712,7.7,913,1966-06-22,https://image.tmdb.org/t/p/w500/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,396
바비를 위한 기도,"무협/사극, 드라마/성장",독실한 크리스챤 집안에서 자란 바비는 자신이 동성에자라는 사실을 숨기며 변화를 강요하는 어머니. 외면하는 가족들로부터 고통을 받는다. 있는 그대로의 자신을 받아 들이지 못하는 부모와의 갈등으로 인해 주인공은 결국 극단적인 선택을 취하게 되면서 결말은 파국으로 치닫게 된다. 그 비극적인 결말 끝에 자신의 잘못과 편견을 인정하고 게이 인권운동을 하게되는 어머니의 깨달음과 성적 소수자들을 위한 희망이 숨어있는 영화,"coming out, suicide, based on novel or book, parent child relationship, based on true story",Russell Mulcahy,"시고니 위버, 헨리 처니, Ryan Kelley",89,2.4704,8.058,627,2009-01-24,https://image.tmdb.org/t/p/w500/1viFwXluAettogGDsTrSUUg29lZ.jpg,21634
유열의 음악앨범,"로맨스, 드라마/성장","1994년 가수 유열이 라디오 DJ를 처음 진행하던 날, 엄마가 남겨준 빵집에서 일하던 미수는 우연히 찾아 온 현우를 만나 설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다. 다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다. 계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람… 함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?","radio, romance, 1990s",정지우,"김고은, 정해인, 박해준",122,2.4663,7.73,322,2019-08-28,https://image.tmdb.org/t/p/w500/rt8yDvXSnk9CMDJeNYh9lv6kPMt.jpg,570503
작가 미상,"로맨스, 무협/사극","1937년 드레스덴. 꼬마 쿠르트는 이모 엘리자베스가 심신미약자라는 오명을 받고 강제 이송되는 광경을 목격한다. 세월이 흘러 청년이 된 쿠르트는 미술학교에 진학할 기회를 잡지만, 소련 치하의 동독은 사회주의 리얼리즘에 입각한 화풍만을 요구할 뿐이다. 그러던 중 그는 패션 전공인 엘리를 만나 사랑에 빠지지만, 엘리의 아버지인 지반트 박사는 둘 사이를 탐탁지 않게 여기며 떼어 놓으려 한다. 예술과 사랑의 자유를 찾아 서독으로 도주하는 쿠르트와 엘리는 새로운 기회를 맞지만, 쿠르트의 작업이 계속되면서 두 사람 그리고 지반트 박사 사이를 묶어주던 불행한 과거가 그 모습을 드러낸다.","germany, world war ii, painter, dresden, germany, art gallery",플로리안 헨켈 폰 도너스마르크,"Tom Schilling, Sebastian Koch, 폴라 비어",188,2.4643,7.745,753,2018-10-03,https://image.tmdb.org/t/p/w500/rKwwcmII8BteT0kdLiiqhKSVTyy.jpg,423612
파르바나: 아프가니스탄의 눈물,"코미디/힐링, 드라마/성장","탈레반의 지배하에 있던 카불, 그곳에 파바나(Parvana)의 가족이 힘겹게 살아가고 있습니다. 파바나는 아빠 누룰라(Nurullah)와 함께 문맹자들을 위해 대신 글을 읽어주거나 써주는 일을 하고 있습니다. 그러던 어느 날 탈레반 군인들이 파바나의 집에 쳐들어와 누룰라를 잡아 감옥에 가둡니다. 이젠 돈벌이는 커녕 집밖에 나가서 음식을 사거나 함부로 돌아다니는 것 조차 할 수 없게 되었습니다. 결국 머리를 자르는 파바나, 엄마 파트마(Fattema)와 언니 소라야(Soraya), 그리고 어린 남동생 자키(Zaki)를 위해 파바나는 가장 노릇을 해야만 합니다. 그리고 거리에서 만나게 된 친구 샤지아(Shauzia). 샤지아 또한 머리를 자르고 남장을 하고 가족의 생활을 책임지고 있습니다. 파바나에게는 목표가 생겼습니다. 어떻게든 돈을 모아 감옥에 가서 아빠를 만나는 것입니다. 파바나는 성공할 수 있을까요..","based on novel or book, arranged marriage, cartoon, imprisonment, afghanistan",Nora Twomey,"Saara Chaudry, Soma Bhatia, Noorin Gulamgaus",94,2.4533,7.842,920,2017-11-17,https://image.tmdb.org/t/p/w500/6BbX8vvG7Yj8cQZObzMEIuSr5jN.jpg,435129
파이퍼,"코미디/힐링, 드라마/성장",배고픈 도요새가 엄마의 도움 없이 먹이를 찾아 나선다는 이야기.,"fear, anxious, playful, short film, assertive",Alan Barillaro,,6,2.4325,8.148,1731,2016-06-16,https://image.tmdb.org/t/p/w500/m73Z8wm9H4UOa0NFTe67cNjnj32.jpg,399106
노스텔지아,"로맨스, 드라마/성장","세상을 구원하기 위해 타오르는 두 개의 불꽃, 18세기에 유학 온 러시아의 음악가 소스노프스키의 생애를 연구하기 위해 이탈리아를 방문한 러시아의 작가 안드레이 고르차코프. 그는 통역을 맡은 이탈리아 여인인 유제니아의 안내를 받으며 그의 여정을 되밟는다. 러시아에 대해 많은 관심을 갖고 있는 유제니아는 그를 유혹하지만 안드레이에게 있어서 그녀의 존재는 고향에 대한 고통스런 향수를 불러일으키는 존재일 뿐이다. 그러던 중 안드레이는 곧 세상의 종말이 오며 세상을 구원하기 위해서는 자신이 희생되어야 하고, 동시에 두 곳에서 불을 밝혀야 한다고 말하는 도메니코를 만나게 된다. 도메니코는 안드레이에게 또 다른 하나의 불을 밝혀줄 것을 부탁하며 촛불을 건넨다. 혼동스러워진 안드레이는 이탈리아의 여행을 마치고 러시아로 돌아갈 것을 결심한다.  이때 유제니아로부터 전화가 걸려오고, 안드레이는 도메니코가 로마의 광장에서 연설을 하고 있다는 사실을 알게 되는데...","dreams, italy, crisis, memory, madness",안드레이 타르콥스키,"Олег Янковский, Erland Josephson, 도미지아나 지오다노",124,2.4316,7.802,605,1983-05-01,https://image.tmdb.org/t/p/w500/kkTdijJeGXt2wFbKnvvoZOmouIo.jpg,1394
템플 그랜딘,"무협/사극, 드라마/성장","자폐증을 이겨낸 감동실화!  “전 완치된 게 아닙니다. 평생 자폐아겠죠. 저의 엄마는 제가 말을 못할 거라는 진단을 믿지 않으셨어요. 그리고 제가 말을 하게 되자 학교에 입학시켰어요….(중략) 제가 뭔가에 참여할 수 있도록 많은 분들이 최선을 다했어요. 그분들은 아셨습니다. 제가 다를 뿐이라는 것을! 모자란게 아니라 다르다는 것을! 게다가 저는 세상을 다르게 보는 능력이 있었습니다. 다른 사람들이 보는 것까지도 자세히 볼 수 있는 능력입니다. 엄마는 나를 혼자 살아갈 수 있도록 가르치셨어요. 모든 것이 낯설었지만 그것들이 새로운 세상으로 나아갈 수 있는 관문이 되었어요. 문이 열렸고, 제가 걸어나왔습니다. 저는 템플 그랜딘입니다.”  템플 그랜딘은 4세부터 자폐증을 지니게 된 인물로, 주변의 배척과 따돌림에도 꿋꿋하게 자신의 의지와 노력으로 자폐증이라는 험난한 시련을 이겨내고 자신의 꿈을 펼쳐나간 멋진 여성으로 현재 비학대적인 가축시설의 설계자이며 콜로라도 주립대학의 준교수이다. `어느 자폐인 이야기`의 저자 템플 그랜딘의 실화를 바탕으로 만든 TV용 영화로 클레어 데인즈가 주인공을 맡았다.","boston, massachusetts, veterinarian, autism, biography, new hampshire",믹 잭슨,"클레어 데인즈, 데이비드 스트러세언, 베리 텁",108,2.4254,7.856,550,2010-02-06,https://image.tmdb.org/t/p/w500/gQhQ6yEkUkDDo1zugpq46PJN8xZ.jpg,33602
마지막 영화관,"로맨스, 드라마/성장","1950년대 텍사스의 작은 마을 애너린. 소니와 듀안은 절친한 친구 사이다. 소년기와 청년기 사이의 어정쩡한 시기를 견뎌내며, 두 친구는 영화관과 농구, 여자애들 속에서 나름대로 즐겁게 지내고 있다. 그러나 마을 사람들은 보다 나은 삶을 위해, 또는 아이들의 교육을 위해 대도시로 떠나가고, 애너린은 조용히 죽어가는 마을이다. 소년들은 마을을 벗어나 어디엔가 기다리고 있을 화려한 미래를 향해 달려 가야할 지, 그들의 정신적인 지주이자 친구인 은퇴한 카우보이 샘 라이언이 유산으로 물려준 황폐한 풀장과 낡은 영화관을 운영하며 마을에 남아야 할지 고민에 빠진다.","small town, new love, based on novel or book, texas, graduation",피터 보그다노비치,"Timothy Bottoms, Cybill Shepherd, 제프 브리지스",119,2.4192,7.626,768,1971-10-03,https://image.tmdb.org/t/p/w500/7NYePZc0lZrRomtmQsjOJMePTEb.jpg,25188
아푸 제1부: 길의 노래,"무협/사극, 드라마/성장",<길의 노래>는 가난한 부모 밑에서 늘 먹을 것을 걱정하며 사는 소년 아푸의 이야기다. 아푸의 가난한 삶에도 훗날 아름다운 추억거리가 될 만한 일이 일어나긴 하지만 그것만으로 행복한 성장기를 보낼 수는 없었다. 아푸는 누나의 죽음을 계기로 세상의 잔인함과 죽음에 대해 어렴풋이 이해하기 시작하고 살던 곳을 떠나 갠지스 강변의 도시로 이주하게 된다. <길의 노래>는 동시대 이탈리아의 네오리얼리즘을 떠올리게 하는 주제와 스타일을 보여주지만 진정으로 꾸며지지 않은 화면을 보는 것 같은 이 영화의 힘은 새로운 리얼리즘의 출현을 암시하는 것이었다. <길의 노래>는 사티야지트 레이가 이후에 줄곧 보여주게 될 장중한 인간기록의 시작이었다.,"robbery, misery, difficult childhood, move, monsoon",사트야지트 레이,"Kanu Bannerjee, Karuna Banerjee, Chunibala Devi",125,2.4184,7.809,488,1955-08-26,https://image.tmdb.org/t/p/w500/9zDYaaWrIVQ0VlB0RcOkkAjHj5n.jpg,5801
딥 레드,"스릴러/범죄, 공포/호러",다른 사람들의 마음을 읽어낼 줄 아는 한 영매가 사람들이 많은 광장에서 살인자의 생각을 읽어낸다. 그러나 영매는 곧 살해되고 만다. 영국인 재즈 피아니스트 마크 데일리(데이빗 헤밍스)는 그 살인현장을 목격하게 되고 신문기자 자나 브레지(다리아 니콜로디)와 함께 사건의 비밀을 캐기 시작한다. 새로운 살인자들로부터 사건을 풀어내는 실마리를 얻어나가는 동안에도 사건의 열쇠를 쥔 사람들이 한 명씩 살해당한다. 살인자가 그 실마리에 따라 새로운 살인을 저지르는 것이다. 마커스는 살인자가 자기 주위에 있음을 느끼고 주변을 조사해 나가는데...,"murder, reporter, whodunit, psychic, pianist",다리오 아르젠토,"David Hemmings, Daria Nicolodi, 가브리엘 라비아",127,2.3817,7.721,1589,1975-03-07,https://image.tmdb.org/t/p/w500/wP6geQutTBbQcDY43ytGOTUVV9e.jpg,20126
셜록 2세,"액션, 스릴러/범죄","극장에서 영사기사로 일하는 버스터는 케이트린에게 구애하지만, 그녀의 아버지는 그를 탐탁치 않게 생각한다. 그러던 중 사랑의 라이벌 워드가 케이트린 아버지의 시계를 훔쳐 버스터에게 누명을 씌운다. 버스터는 영화 속 주인공인 셜록 주니어가 되어 진짜 범인을 찾기 시작한다.","pickpocket, amateur detective, slapstick comedy, jungle, black and white",버스터 키튼,"버스터 키튼, Kathryn McGuire, Joe Keaton",45,2.3654,8.039,1158,1924-04-17,https://image.tmdb.org/t/p/w500/1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg,992
로슈포르의 숙녀들,"로맨스, 코미디/힐링","로슈포르의 쌍둥이 자매 델핀과 솔랑쥬는 무용과 피아노를 가르치며 언젠가 다른 곳에서 멋진 사랑을 하게 되리라 꿈꾸고 있다. 그러던 어느 날 미국인 작곡가 앤디가 친구 시몽을 찾아 로슈포르에 온다. 실제 자매인 카트린 드뇌브와 프랑수아즈 도를레악이 쌍둥이 자매로 출연하여 매혹적인 모습을 보여주는 뮤지컬 영화.","new love, sibling relationship, mistake in person, unexpected happiness, twin sister",자크 드미,"카트린 드뇌브, Françoise Dorléac, 자끄 페렝",126,2.3618,7.674,654,1967-03-08,https://image.tmdb.org/t/p/w500/xwiA2BA91M4NQQfSWpS93RKOK1a.jpg,2433
투 이즈 어 패밀리,"코미디/힐링, 드라마/성장","‘오늘만 산다!’ 책임감 0%, 대책 0% 가진 거라곤 허세밖에 없는 ‘사뮈엘’에게  언제 어디서 만났는지 조차 가물가물한 여자가 찾아온다.  반가운 척도 잠시, 여자는 사뮈엘에게 “네가 이 애 아빠야”란 말과 함께  생후 3개월의 ‘글로리아’를 덥썩 안기고 떠나버리고..  쉴새 없이 우는 아기의 기저귀 갈기부터 분유 먹이기까지..대략 난감한 상황은 계속된다.  여자를 찾기 위해 덜렁 ‘글로리아’만 챙겨 영국행 비행기를 탄 ‘사뮈엘’은 결국,  무일푼이 되어 남겨지고 우연히 만난 ‘베르니’의 도움으로 런던에서 딸과 함께 새 삶을 시작하기로 하면서  누가 누구를 키우는 건지 알 수 없는 싱글 대디의 웃픈 육아 라이프가 시작되는데…","london, england, single parent, parent child relationship, stuntman, remake",Hugo Gélin,"오마르 시, Gloria Colston, 클레망스 포에지",118,2.3593,7.724,3055,2016-12-07,https://image.tmdb.org/t/p/w500/6RKqARaXLkIINX7jmXxmgxbLibq.jpg,382591
"마르셀, 신발 신은 조개","코미디/힐링, 드라마/성장","마르셀은 키가 1인치밖에 안 되는 귀여운 조개껍데기로, 할머니 코니, 애완용 보푸라기 앨런과 함께 다채로운 삶을 살아가고 있습니다. 한때는 거대한 조개 공동체의 일원이었지만, 지금은 미스터리한 비극의 유일한 생존자로 홀로 살아가고 있습니다. 하지만 한 다큐멘터리 영화감독이 에어비앤비 숙소의 어수선함 속에서 이들을 발견하고 온라인에 올린 단편 영화는 마르셀에게 수백만 명의 열렬한 팬을 확보하는 동시에 전례 없는 위험과 오랫동안 잃어버린 가족을 찾을 수 있다는 새로운 희망을 선사합니다.","journalist, mockumentary, stop motion, family, fake documentary",딘 플레이셔 캠프,"제니 슬레이트, 딘 플레이셔 캠프, 이사벨라 로셀리니",90,2.3496,7.65,693,2022-06-24,https://image.tmdb.org/t/p/w500/jaYmP4Ct8YLnxWAW2oYkUjeXtzm.jpg,869626
페이퍼 문,"스릴러/범죄, 코미디/힐링","1936년, 고아가 된 아홉 살 에디는 엄마의 장례식에서 떠돌이 성경 세일즈맨 모세 프레이의 손에 맡겨진다. 목사님과 동네 아주머니들이 모세에게 미주리에 있는 친척집에 에디를 데려다 달라고 부탁했던 것. 하지만 양심 없는 3류 사기꾼인 모세는 에디를 내세워 속임수로 200달러로 번 뒤 에디를 기차에 태워 보내려 한다. 한편 모세가 자신의 아버지라고 생각하는 에디는 200달러가 자신의 돈이라며 모세에게 빚을 갚으라고 요구한다. 결국 미주리까지 자동차 여행을 같이 하게 된 두 사람은 티격태격하는 사이 정이 들게 되는데...","friendship, funeral, missouri, bible, con man",피터 보그다노비치,"테이텀 오닐, 라이언 오닐, Madeline Kahn",102,2.3494,7.876,824,1973-05-09,https://image.tmdb.org/t/p/w500/7fZZwQYFV3hN2KBPI0Y1BlvzF2T.jpg,11293
